id,licenseplatenumber,color,yearofproduction,price,modelid
689,qzrayxe,salmon,2002,6901,372
690,dkeynya,azure,2002,74704,776
691,ihaakty,green,2002,97961,241
692,ewpglcq,tan,2017,70683,961
693,iewonqf,red,2006,43170,925
694,wuycsmg,lavender,2017,79576,155
695,kfthtxb,purple,2015,11078,115
696,qlbwclt,"mint green",2015,21730,124
697,nxiewqt,maroon,2004,55362,10
698,dchlayq,orange,2014,44945,211
699,xmfwqig,azure,2009,96529,604
700,sujnqkv,plum,1994,94546,723
701,fzbnlny,red,2001,16101,720
702,cvbgrgg,turquoise,2007,11421,714
703,altpvno,lavender,2000,4913,821
704,qcrhpoi,"mint green",1991,57379,482
705,pcuqvtu,plum,1999,87259,316
706,xvervbo,lime,2009,76417,148
707,buxdtkx,turquoise,1995,43464,94
708,rmfbrco,fuchsia,2010,71280,342
709,rxtngui,salmon,1997,16891,599
710,bqvqgwl,magenta,2004,75209,507
711,olkdjgr,gold,2016,81539,271
712,pvllnka,magenta,2012,86626,837
713,ppybohr,maroon,2014,34511,445
714,yuonish,gold,2016,69722,720
715,plbtzcc,pink,2000,43662,669
716,oogyedu,lime,2005,80586,276
717,bbpraio,green,2015,14651,396
718,miacwbc,teal,1999,14095,601
719,ydcskud,olive,2012,85529,310
720,jvuioig,indigo,2011,18854,573
721,hhikakp,tan,1999,34512,669
722,ebkmcco,olive,1998,47350,69
723,lsunpzu,fuchsia,1996,30351,155
724,gpgnava,white,1999,45370,80
725,iaeyakh,fuchsia,1999,21029,921
726,mjrrkub,orchid,2007,14162,319
727,zdelxgl,"sky blue",1997,34620,825
728,xbsglxc,magenta,2014,27234,766
729,sjhkcuq,silver,2002,67629,523
730,azrvitw,maroon,1999,79817,363
731,esdurqc,silver,2013,11467,782
732,azdupnl,fuchsia,2003,19752,885
733,ffgbhdt,red,1999,86462,956
734,qemjdfv,yellow,2013,42958,780
735,umvbtsb,violet,2008,32059,439
736,lueonyl,orange,2016,8100,419
737,kjbhpsc,black,2016,94012,904
738,jhqvhwi,orchid,2008,50254,12
739,iavxkmf,yellow,1993,39928,775
740,jlyvguz,black,2008,91722,785
741,xhsrytr,white,2000,52252,472
742,hiljmou,turquoise,2000,20429,897
743,goqptfw,pink,2013,35903,998
744,apbvxct,pink,2013,75574,771
745,yqbahlk,orchid,2006,10407,692
746,qsyhpvw,black,2014,45417,577
747,ulxsuwk,gold,2006,52734,741
748,gjfpyvk,black,2007,95453,337
749,lzynrsv,ivory,2003,2618,320
750,espvcmf,turquoise,2005,88779,602
751,gehykba,orchid,2000,60003,824
752,rzoylpr,fuchsia,1995,98891,219
753,mowfmon,"mint green",2002,83110,120
754,fvygtlu,pink,1997,84915,61
755,jacehjs,olive,2007,25622,320
756,hasjckv,"sky blue",2003,13271,198
757,ycdaalw,fuchsia,1991,77816,223
758,wdseoqo,teal,1995,41478,967
759,folhbbe,pink,1993,94813,61
760,hhzbfhe,pink,2017,7003,450
761,bspjhfu,olive,2012,58603,731
762,xrpjnef,"mint green",2001,46391,733
763,yszziyq,yellow,1995,11583,636
764,qviauwi,violet,1992,60810,337
765,zbwvaan,fuchsia,2005,38073,281
766,ugrcmjm,tan,2009,72396,291
767,lzurffq,"sky blue",1992,89244,622
768,mklocdd,teal,2015,15555,113
769,vkrjeiq,maroon,1997,93952,477
770,myynkhy,maroon,2017,58417,867
771,fcgsnmj,white,2014,3131,414
772,yrgylhl,indigo,2015,21167,805
773,htwlfvz,purple,1993,2387,107
774,dxogkpe,silver,2013,38587,267
775,qijpjkr,turquoise,1990,33943,47
776,hniibbi,azure,2011,77173,23
777,rxrkfau,gold,1997,17073,33
778,reyjtge,lime,2000,27484,701
779,ryjwcsf,olive,2011,2431,992
780,zgzhpyn,indigo,2012,93591,298
781,xjrprvs,orchid,2017,23425,221
782,wtaslul,cyan,2008,57592,558
783,hgsmwen,teal,1999,12017,768
784,qzdnjza,plum,2007,68995,690
785,rhpcvno,maroon,2012,17649,857
786,ccsqrgs,azure,2007,90051,651
787,oupwoxg,yellow,2010,92378,362
788,ddyofrh,olive,2006,99597,741
789,qejxnry,plum,1994,45262,262
790,kabvpdv,violet,2006,59163,658
791,ypyivml,turquoise,2017,14973,924
792,mxdvlgf,cyan,1992,88827,960
793,invaphg,magenta,1990,57349,625
794,iawduwh,pink,1994,37177,531
795,pphetwd,tan,1998,84421,399
796,lecjfvq,orchid,1994,2950,617
797,lgdhges,ivory,2002,19538,148
798,vbmdght,violet,1998,97698,848
799,podtfsd,plum,1995,97682,137
800,mmvbuny,lime,2010,86061,524
801,cwsoibl,fuchsia,1993,88664,135
802,justjfq,red,2009,31720,813
803,bqmjkmp,olive,2015,51695,587
804,kwkooaf,indigo,1995,28010,556
805,bbtspis,silver,1996,74199,151
806,hxrtjxp,black,1994,21983,55
807,hzwmhdu,yellow,2010,58455,25
808,jvtyvti,maroon,1991,50146,96
809,mvefykd,pink,1999,23921,597
810,anrhcfo,"mint green",1996,58325,766
811,rgbtpif,blue,2011,67954,807
812,frbeetd,"sky blue",1999,73713,942
813,zarjcxa,azure,2002,34544,263
814,vznvjyi,grey,2008,69681,55
815,pxjsexc,lime,1994,47937,442
816,dtghxrs,fuchsia,1994,7155,359
817,yejhfxm,orange,1995,19859,202
818,jmqawxh,pink,1994,16405,744
819,iptbdzy,azure,1991,64510,911
820,fajmsnr,cyan,2015,76090,412
821,hagljot,azure,2009,22092,136
822,crrgvty,"sky blue",2002,28685,976
823,oftszvo,silver,2001,6561,354
824,rtyuzww,"mint green",2004,8207,453
825,dgkdakr,lime,2015,41869,548
826,kqcbctl,red,2010,14420,715
827,jphvwkv,maroon,2015,96339,195
828,btafpfo,cyan,2014,84662,778
829,zoturzm,blue,2015,42626,932
830,fviaqnc,red,1996,75470,40
831,lsqopzp,white,1990,55246,70
832,zkgkwdh,gold,1999,70001,662
833,zdyvvlt,magenta,2006,69994,564
834,svyxbuf,turquoise,1993,17078,427
835,yjychyv,yellow,1993,55338,558
836,onliyjm,magenta,2006,12638,749
837,wgpcgqk,plum,2004,57887,459
838,eqawrpc,maroon,1992,29426,762
839,juderuw,tan,2006,82184,793
840,utpzzxz,plum,2010,93118,517
841,mcwaufz,silver,2001,69198,2
842,xxbfjgq,plum,2011,29734,11
843,omxqosd,salmon,2016,73225,930
844,tymahmo,yellow,2009,57660,367
845,xuqsakl,red,1997,87327,153
846,baawzkh,yellow,1995,75690,898
847,euenkib,azure,2016,49948,734
848,zfisbhb,lime,2016,77412,533
849,xvxvwiu,lavender,1998,93620,973
850,zjdahfp,magenta,2016,36097,148
851,lflwobf,green,2000,19423,799
852,kvhftya,fuchsia,2014,85421,844
853,rrxbekc,indigo,2011,28424,937
854,nfetlhv,tan,2004,84282,923
855,auoitsl,green,2011,55608,329
856,pjzukmm,pink,2016,31858,87
857,krkbimf,grey,2007,80602,155
858,pjilfuf,pink,2003,88719,70
859,uvbznqz,pink,1992,6952,762
860,nopwqyl,ivory,2016,51351,314
861,lyiapbd,"mint green",2014,25157,303
862,hqtrshz,tan,2011,99716,599
863,chbsvku,teal,1991,77485,164
864,surqkdn,violet,2003,93521,633
865,zyvczkr,teal,1998,54485,440
866,xznbijt,green,2004,11602,554
867,kzkycqa,lime,2000,73449,718
868,nirpphg,blue,2008,57602,389
869,gcmwkjp,green,1996,36318,934
870,mknjhvp,"sky blue",2005,22020,562
871,ssqkhdl,indigo,2015,5838,182
872,rnsvajw,lime,2006,56429,316
873,phoxwnp,grey,1995,37722,598
874,iqpviwu,orange,1991,16916,924
875,yuxlfit,olive,2013,59078,919
876,wnanouu,"mint green",1995,32182,830
877,lmumdyp,"sky blue",2006,84706,642
878,xobhgru,pink,2015,18401,828
879,ssrlutu,orchid,1991,71126,220
880,ipjixmm,black,1992,37436,474
881,utkkkuz,lime,2012,22708,791
882,ojncngp,pink,2017,21312,102
883,ifnbdbn,plum,1996,53899,388
884,ksnhhno,"mint green",1996,21356,189
885,vxbtnfy,orange,2007,32061,761
886,vixofni,orchid,1996,86238,346
887,zlvsnbi,silver,2016,23831,150
888,srpheqj,turquoise,2009,36712,626
889,rhlwbok,salmon,2014,4662,987
890,ixmlwjb,orchid,1993,19082,299
891,hkdieyt,lavender,1998,86385,248
892,qlxyrhd,cyan,2001,65681,329
893,pgzoegw,indigo,2013,54276,259
894,vnouhqv,yellow,2012,90659,27
895,wywsnhl,violet,1998,54828,566
896,icjhlwa,silver,2014,74555,807
897,cxnsgac,gold,1992,80247,12
898,uhdbrsb,blue,1992,85305,528
899,pbkjpmc,salmon,2014,92442,25
900,hxpjosu,ivory,1998,37238,320
901,ckwyvjq,maroon,2008,80113,886
902,spvozjy,purple,1996,81672,41
903,obtmtec,plum,2011,18095,890
904,pntcioe,silver,2009,7328,660
905,caxtjme,orchid,2014,83188,764
906,tynrmhk,indigo,2013,80956,65
907,rhlqoot,silver,1991,18729,654
908,uscriny,turquoise,2000,58185,431
909,wcluhti,purple,1996,71705,897
910,rdzywvd,tan,2001,90373,850
911,kfarcup,cyan,2009,10495,118
912,bqgzkkk,fuchsia,2003,27095,149
913,hsadxrt,blue,2008,26626,631
914,dwpiejz,olive,1998,8238,771
915,uijdedh,fuchsia,1991,64336,503
916,ivwcgwh,magenta,2012,88480,944
917,nnigtvf,orchid,2003,93748,477
918,tcsbyqk,"sky blue",2017,33484,612
919,nkwajyb,violet,2008,10831,338
920,bjsnqjw,yellow,2003,86246,822
921,gwfftzg,pink,1994,18911,311
922,jcctpdh,grey,1991,53468,360
923,pszdjah,lavender,2009,69099,571
924,qgtdevt,orange,2011,65512,913
925,iirmoqs,olive,2006,81230,113
926,ftlrfic,tan,2010,38614,674
927,xibmvji,azure,2011,93989,407
928,ztovnae,lime,1995,80328,366
929,xsytsvg,blue,2016,58883,854
930,wyxfssb,"mint green",1999,3571,754
931,ikkukuy,red,1999,20750,76
932,gwgejbz,magenta,1999,78794,582
933,ycfvlaw,yellow,2013,50120,870
934,ytkjmwz,magenta,1995,32300,716
935,ycojpgf,pink,2005,36816,410
936,wxdkgsf,silver,2014,32754,439
937,dzfeboc,magenta,2008,60608,677
938,jdtplqu,salmon,2013,21509,586
939,phxijgp,maroon,2003,39273,30
940,wxxityd,cyan,1994,51598,214
941,ekfrqyd,ivory,2016,12545,88
942,xpwnqxu,white,1996,33970,447
943,heffafo,olive,2012,88230,97
944,lqojcgz,lavender,2008,57873,874
945,yflarnn,magenta,1999,26195,844
946,ombknav,maroon,2004,62456,108
947,nifctnx,yellow,2013,71062,983
948,viqodcf,maroon,2007,49947,820
949,znsaaws,orange,2012,7478,190
950,pfluiix,lime,1994,54207,994
951,kuhxbvt,azure,1998,45110,976
952,zhzewni,plum,2011,45114,738
953,vxqlqlg,indigo,2015,69596,69
954,yqqvlyh,pink,2014,69775,538
955,curkiwr,orange,2003,75514,86
956,jzujcek,cyan,1998,81021,668
957,odcnprv,lime,2004,91041,307
958,jmugvyx,orange,2002,99776,159
959,pdkvzqf,azure,2014,3311,391
960,gndclmz,pink,2016,72843,115
961,oyscjjx,lime,2004,69756,212
962,zsvrmnp,lavender,2010,74577,482
963,usixdai,"sky blue",2013,57593,526
964,kxckvwv,gold,1993,67182,374
965,ucmrqsp,salmon,1995,9692,779
966,qedkeoq,silver,1990,47781,191
967,lxrpdxi,gold,2005,24275,38
968,hbutsuf,"mint green",1994,2040,87
969,cvmfqnk,cyan,1996,18422,729
970,unyneni,maroon,2009,82410,169
971,ubbjmmz,green,2015,72846,556
972,jqjwwhd,lime,2006,85155,981
973,wlovsan,pink,1993,98062,584
974,xkliwjz,white,2009,52952,607
975,ndxkcca,grey,1992,97161,672
976,oojqoql,teal,2003,93012,242
977,nadmecq,orange,2008,84640,92
978,bvfuufr,teal,2009,95179,998
979,nwxpqzn,silver,1994,8597,216
980,fjufqfh,plum,1995,61127,715
981,fvhyiqg,indigo,1997,47740,405
982,hvlnoeo,blue,1995,68695,771
983,wxzvmie,maroon,2004,27101,381
984,sfzqyrt,olive,1995,71892,15
985,ueqkssd,pink,2014,13712,517
986,fkvpwbf,black,1992,63887,689
987,yyzwdox,"mint green",2012,72933,850
988,jocmjny,azure,2007,66904,206
989,mpmfzbe,yellow,2017,54610,736
990,wyqfqss,black,2001,64979,716
991,jglzvjs,magenta,1998,82590,6
992,ivrqnpw,turquoise,2003,63221,502
993,rhcxbsb,orchid,2013,42246,220
994,yxrxfsh,orange,1992,57378,613
995,zswlyya,ivory,1993,27749,473
996,gssvcak,tan,2010,29091,411
997,mjmhyde,turquoise,2010,50950,920
998,ejyzoul,azure,2008,73114,691
999,xvolmuv,silver,2014,15655,632
1000,fflxpsk,grey,1991,17707,487
1001,femqolh,olive,2016,74534,586
1002,hmkpyrg,yellow,2016,61993,201
1003,bqpefoj,azure,2003,7378,525
1004,zhzjnld,yellow,1991,42160,72
1005,ybtfnxc,"mint green",2003,69830,925
1006,kkefvzw,turquoise,1999,79321,261
1007,izkmqzb,violet,2006,97429,168
1008,zkoscna,violet,1991,67854,719
1009,ovcvqmm,lavender,2006,97982,178
1010,sjaiavj,blue,2011,36996,168
1011,muxarln,teal,2001,11777,769
1012,jechvyo,maroon,2000,93284,72
1013,pipqlfp,fuchsia,1995,96425,189
1014,hswwceb,tan,2013,21305,779
1015,wywtclh,indigo,2011,18423,80
1016,xzozrml,purple,1992,3930,852
1017,ziyvbcp,turquoise,1999,6867,155
1018,shptrug,blue,2004,53256,812
1019,nljpqtz,indigo,2005,77459,722
1020,nxouwch,ivory,1992,25407,741
1021,wpzlequ,purple,1993,92130,460
1022,udxswvp,violet,1999,58105,50
1023,yhkxdal,cyan,2016,34604,469
1024,hhirbrw,silver,2001,79139,655
1025,skzfhan,lime,2016,96029,421
1026,vlqlwzx,white,2013,80078,308
1027,hdmkzqw,turquoise,2015,3897,829
1028,bbfbprm,blue,2013,62240,61
1029,evrfnjs,plum,1999,41838,647
1030,evdyrgh,grey,1993,47005,311
1031,gchtsfa,gold,1991,9166,289
1032,uvrervx,violet,2015,36050,989
1033,cvnshov,"sky blue",1991,50357,565
1034,seixlcp,indigo,1998,51885,460
1035,vovvafe,"sky blue",2000,35672,760
1036,bibnlew,turquoise,2012,15941,479
1037,cfpxznf,tan,2014,99834,211
1038,yhburos,silver,1994,93254,332
1039,akteyiq,maroon,1999,54599,913
1040,tiyfxvt,"sky blue",2005,84567,136
1041,ghkudbl,olive,1995,69585,402
1042,uuguzkr,blue,2011,35716,283
1043,rrplgzb,olive,2000,39160,875
1044,szfubws,orange,1994,46270,618
1045,fyylbpl,grey,1992,30694,642
1046,saldtte,yellow,2012,48886,159
1047,vefniky,"mint green",2004,65006,642
1048,vlpzlum,green,2004,60780,376
1049,vbpujtb,indigo,1997,77226,946
1050,kzhpsvu,azure,1997,2706,706
1051,cnzorby,tan,2004,4362,81
1052,kybjboh,fuchsia,1999,20726,465
1053,iddxnsp,"mint green",1993,49525,88
1054,wnyrkzu,green,2004,9227,242
1055,qzdfpjy,purple,1998,78626,683
1056,ilfbcnd,lavender,1996,50569,221
1057,nbfsstc,pink,1994,80589,90
1058,koydchf,fuchsia,1991,44100,756
1059,uvgpgkk,salmon,2002,2648,926
1060,nqhigey,blue,1999,14185,806
1061,qjfknon,silver,2000,91939,428
1062,bwavntu,olive,2013,36478,994
1063,ozuamif,plum,2011,10181,484
1064,jbmqjrv,turquoise,2012,8944,797
1065,divtvic,white,1998,28664,731
1066,ldgboft,magenta,2000,60093,466
1067,ywxzzfw,black,2001,12717,205
1068,kfqsete,"sky blue",2009,75370,872
1069,oxsiwij,fuchsia,2016,51355,137
1070,ksbfjmt,lavender,2016,45779,576
1071,wfswwfx,blue,1991,48776,483
1072,oktdxzv,magenta,1991,67468,638
1073,fckwljv,lime,2014,84796,103
1074,loiikpa,violet,2005,20295,287
1075,xnxjvdh,black,1993,17649,39
1076,kazaedr,yellow,1996,13994,768
1077,tsjfqgk,pink,2011,38218,788
1078,ansarhl,"mint green",2017,14336,544
1079,tzmkipv,azure,2004,28363,899
1080,klqwxuz,"sky blue",1992,96316,509
1081,qcrggre,yellow,2003,98585,899
1082,dmzbmdw,yellow,2010,91466,938
1083,mlvfunm,fuchsia,2008,76602,811
1084,itrvorv,lavender,2004,50343,451
1085,udmajpm,ivory,2016,64762,500
1086,igboezj,teal,1996,85672,797
1087,lggenmu,white,1999,58864,767
1088,ozximds,"sky blue",1992,49885,513
1089,mycrkro,ivory,1999,87674,775
1090,bginpaq,"sky blue",1993,94700,136
1091,dlyoluj,black,2008,35254,817
1092,zdpizfr,white,1998,99655,744
1093,kbyquip,magenta,1992,37195,317
1094,reiwxnn,blue,2002,48100,943
1095,stnkott,magenta,1992,15903,402
1096,fmtxdzc,olive,2002,82948,777
1097,aoeigre,olive,2011,23949,638
1098,kpwfror,green,2014,71425,572
1099,aylccrw,lime,2012,50482,639
1100,okiuxrv,gold,1993,92381,832
1101,czkqwuy,indigo,2009,18049,966
1102,imsircy,lime,2016,54433,314
1103,pbvtiqw,maroon,1996,79892,100
1104,vuymxqe,red,1996,15664,761
1105,szlfklv,salmon,2011,45796,200
1106,ikkytee,"sky blue",2001,81810,18
1107,qzlconi,grey,1992,95439,739
1108,wlnfzyf,pink,1996,60281,325
1109,honpmvd,red,1995,70284,449
1110,mjzdlro,green,2003,46608,816
1111,gofiiwq,tan,1997,38253,900
1112,buwqhax,indigo,2003,11650,706
1113,vdwrymi,violet,1994,20151,188
1114,cmltnym,blue,2017,34790,132
1115,tmlzjjq,olive,2000,61621,972
1116,yinokoq,ivory,1996,5895,405
1117,uqfsqdg,olive,2009,76361,598
1118,amcnxzk,"sky blue",2006,34309,713
1119,rvbofpj,white,2006,35180,404
1120,nluoauq,green,2010,72417,147
1121,twuyruq,turquoise,2009,30247,835
1122,qrizqny,lime,2002,54969,398
1123,pxeigqf,ivory,2009,14951,563
1124,gigrptf,grey,1993,60956,105
1125,kvikalc,azure,1993,99508,19
1126,lbrvlbc,blue,2002,85276,376
1127,fqssimq,olive,1999,45723,201
1128,cicjdxx,turquoise,1993,82459,815
1129,jfcrkrw,cyan,2017,89493,408
1130,iyclfyn,"sky blue",2010,93508,158
1131,dbabdbi,fuchsia,1998,69940,806
1132,mmopysr,maroon,1992,74108,675
1133,eqpqjxc,orange,1993,20905,302
1134,yhfrcij,lavender,2013,36679,282
1135,nacjadj,grey,2002,23565,461
1136,foiqpqw,blue,1992,19633,288
1137,pslkkeq,indigo,2004,72612,107
1138,pzgehks,silver,1995,65878,294
1139,yurnndg,purple,2003,24058,447
1140,jngdexb,yellow,1993,73610,838
1141,rnwrrff,olive,2012,15218,759
1142,ymcoqbz,grey,1996,52983,147
1143,oekwybf,turquoise,2001,78523,963
1144,rmdxsbg,turquoise,2007,65673,373
1145,uyogyqa,gold,2005,52806,917
1146,ddevets,maroon,2014,54414,638
1147,baeiqfc,gold,2015,27353,920
1148,ppkkvrk,maroon,1991,21285,12
1149,qqdoeit,lime,2016,60687,978
1150,mppkzib,"sky blue",1992,21147,679
1151,pnoatkc,white,2004,69595,584
1152,ipzngav,blue,2011,13285,911
1153,wlzejkx,yellow,1994,69799,452
1154,uzahnum,green,2016,11239,555
1155,uycpzcp,tan,2004,96927,70
1156,yzehkwn,salmon,2010,79563,388
1157,gsxntxb,purple,2001,7062,250
1158,pfkeqbz,maroon,1993,54332,144
1159,vdhkcpf,blue,1991,40114,201
1160,dauukwb,orange,1992,18417,269
1161,cyuvzod,blue,2000,58153,63
1162,fszbkpf,plum,1998,26557,608
1163,wpqmwbs,turquoise,2016,34294,731
1164,vzlfdth,orange,1990,35165,946
1165,qsbqprj,black,2008,82446,582
1166,yzogebe,white,2004,56767,820
1167,mrndkmk,white,2011,27730,745
1168,kyfplgv,maroon,1997,68707,632
1169,gbczxgi,blue,2016,67669,951
1170,cvmegra,violet,2003,9039,423
1171,fypgmfa,"mint green",1993,12677,775
1172,rqmgcvy,tan,2006,84552,66
1173,fpmihsa,fuchsia,1992,79374,212
1174,szqbqpd,gold,1992,80642,684
1175,lhvkcqa,salmon,2003,73189,770
1176,yiezyzz,silver,2013,5721,631
1177,fkttdnp,plum,2004,89027,575
1178,ubodkio,ivory,2011,4832,202
1179,qiyzrvs,teal,2005,50462,799
1180,fssaqpu,fuchsia,2006,2169,217
1181,yaswnir,green,2009,51045,921
1182,ovvrvud,blue,1993,8364,213
1183,ycnqbrj,salmon,2003,71328,614
1184,szhtpof,yellow,2001,78435,796
1185,bmjngzd,"sky blue",2005,59117,281
1186,nkhzhty,pink,1999,73602,10
1187,ekssaoz,silver,2016,34691,689
1188,awyczdc,lavender,2007,88361,216
1189,zskvkej,silver,2007,56507,221
1190,talzsks,ivory,1991,49700,141
1191,gkalymm,cyan,1994,85079,276
1192,jcrxsio,lavender,2012,29452,919
1193,vrfmhcv,"sky blue",2015,47626,159
1194,uczlhut,white,1994,41855,842
1195,qvewrpe,lime,1992,46331,118
1196,vkrqnem,lime,2008,26132,579
1197,egcvoou,ivory,1993,15417,480
1198,pgjxcpd,violet,1997,72477,637
1199,wxqbulu,maroon,2010,7380,989
1200,fayfwww,olive,2007,30406,250
1201,tvsvbbe,violet,1999,64838,809
1202,dshwpqq,indigo,1996,69262,644
1203,qgzkdjq,yellow,2013,4029,284
1204,dbgobwk,lime,2013,78252,634
1205,wthaaqf,white,2008,77444,34
1206,svbcqas,grey,2009,58084,512
1207,hcarebu,indigo,1999,22620,292
1208,zieqyzz,"mint green",1993,35520,21
1209,odjnlvj,"mint green",2001,40665,145
1210,xkifhoa,teal,2010,4091,263
1211,sumwiha,yellow,2010,46984,32
1212,hpopren,tan,2010,2866,15
1213,eagjjtw,indigo,1998,96985,968
1214,zkagpes,red,2001,74873,550
1215,snhevmo,magenta,2002,88557,547
1216,bhcefqs,yellow,1997,33314,992
1217,dvbwwju,ivory,2009,30021,725
1218,iyvfwto,turquoise,2003,4940,249
1219,reotlmv,red,1995,3087,271
1220,bvbkkfq,gold,1999,90320,983
1221,nwmlese,"mint green",2010,91790,205
1222,bemcwkp,"mint green",1998,45256,700
1223,qwcrwvp,green,2003,90655,381
1224,eumvsgg,teal,2003,97635,464
1225,tabvuzv,fuchsia,1994,83542,213
1226,ltlhqhb,violet,1992,59899,149
1227,dcgvwvw,cyan,2003,38192,493
1228,ffxiooq,red,1993,26808,589
1229,uiyxieo,"mint green",2007,54519,530
1230,tcayxpg,plum,2012,42491,913
1231,uqpsimj,grey,1991,52154,700
1232,fadusdy,gold,2004,81509,850
1233,msjswvb,lime,2010,12493,988
1234,rgrqbjw,silver,2012,31328,242
1235,cmjtyfa,olive,2017,82936,896
1236,qadvgfc,"mint green",2008,52969,243
1237,gbryqtz,olive,2009,7220,203
1238,pcgtsgx,azure,1996,93153,681
1239,vbfjoaz,teal,2011,42354,758
1240,lkdogra,blue,1995,13471,562
1241,tyvuqqq,yellow,2009,60272,839
1242,hyefmxy,plum,2013,70028,782
1243,vtevhxw,azure,2008,10871,701
1244,uixzjrd,indigo,1998,26635,84
1245,cmttyhv,grey,2002,45166,491
1246,ttrbgsp,maroon,1997,32518,337
1247,xocfrhv,"mint green",2017,50154,80
1248,efpmdlb,cyan,2003,84112,832
1249,khwrvqk,ivory,2008,3966,454
1250,rwxvzmu,plum,2000,4808,974
1251,vbdlcan,turquoise,1992,72988,74
1252,jqjfucr,magenta,2011,37038,251
1253,zetnblf,"sky blue",2009,54493,885
1254,kburzme,olive,2006,5762,449
1255,rxphoom,lime,2008,37280,120
1256,nqqmcvv,"mint green",2017,31885,104
1257,oaorons,plum,1994,33403,28
1258,yzhdawz,white,1993,97882,49
1259,xuccnfa,violet,2010,12420,230
1260,iegnvnm,orchid,1998,59841,290
1261,gbhflnx,ivory,2012,34343,422
1262,vbmnpvj,indigo,2001,96384,779
1263,vtokaxu,fuchsia,1996,72594,227
1264,ucnmebv,azure,1995,79451,927
1265,tpvxeob,pink,2016,14247,252
1266,gffqkze,orange,1996,19015,139
1267,rnawjva,silver,1991,85939,993
1268,qxnjlqp,maroon,2004,80180,520
1269,irysjby,green,2015,68379,472
1270,fwbqpgc,lime,2014,11913,187
1271,wngnmtc,lavender,2017,74462,609
1272,wmwvesy,salmon,1998,20516,280
1273,grefges,"mint green",1993,51805,202
1274,wrkvpub,grey,1990,21659,790
1275,cnehejv,blue,2013,3346,108
1276,mbfsgnc,black,1997,18473,447
1277,hrvfkeh,black,1990,14566,868
1278,tfgiowq,tan,1990,51867,532
1279,xcptxqo,cyan,2010,28646,652
1280,onubhnd,indigo,1991,81045,589
1281,toqzdgo,lavender,1999,75311,927
1282,glnfcty,lavender,2005,23225,982
1283,qzfwtcj,pink,2004,12515,472
1284,rdrfxzr,white,1990,21887,931
1285,hubkzlh,"mint green",2005,74935,260
1286,clryxor,orchid,2003,89410,434
1287,pwilsvd,teal,1999,99136,132
1288,dcbizle,fuchsia,2016,81864,982
1289,phwspym,magenta,2012,57067,699
1290,xgdzfsk,silver,2000,43675,145
1291,uisvqpp,fuchsia,2017,17230,828
1292,crodoil,maroon,1990,46421,808
1293,tjqrsrw,pink,2004,80580,174
1294,zhrgvgh,grey,2006,8698,591
1295,dabyqqv,magenta,2015,3625,322
1296,nmgtyxg,blue,2010,75723,307
1297,egpkquc,tan,2013,53467,179
1298,xdhqzcw,blue,2006,33040,456
1299,lhqvmnm,red,2011,35495,959
1300,iapeoah,"mint green",2001,6558,861
1301,uobvpwf,"sky blue",1991,88031,983
1302,lfyfdor,teal,2011,40472,562
1303,ewtzymp,"sky blue",2012,9955,729
1304,zmshdgl,green,2009,56797,943
1305,jeocrzs,black,2010,64755,870
1306,ppaobzl,ivory,1999,37035,243
1307,mpgcfjj,white,2002,6709,753
1308,mutyliy,lime,1999,44181,223
1309,vluitps,yellow,1997,91574,694
1310,daxbihr,lime,1996,82439,893
1311,obknvlv,orchid,2004,10437,667
1312,hvgxjxq,gold,2011,98754,357
1313,wnlqcpn,ivory,2007,93265,93
1314,lvjlqqk,azure,1998,38350,372
1315,xvtbair,fuchsia,2012,82498,878
1316,igkskof,"mint green",2001,9545,29
1317,ztimock,orange,1992,15428,777
1318,cuunfoh,turquoise,1991,40196,282
1319,hcrrqep,silver,1994,50293,986
1320,cqqlrra,olive,2006,46091,512
1321,wsrzrcn,blue,1991,89588,686
1322,ecmqija,blue,1998,80005,809
1323,jaqzzvt,lavender,2017,70122,868
1324,ckomydb,blue,2008,49514,344
1325,flgyiek,violet,1996,49664,546
1326,tialfmw,fuchsia,2008,46055,456
1327,qkmywpc,fuchsia,1992,90683,196
1328,vkfbrby,olive,1996,65119,512
1329,douqvhc,ivory,2008,32719,144
1330,kaxaclc,lime,2015,45283,400
1331,urwlfxg,yellow,2005,80498,222
1332,frawelu,orange,2001,94788,353
1333,wunjkof,maroon,1993,7832,873
