id,street,housenumber,cityid
885,"Runolfsdottir Isle",098,344
886,"Luciana Points",143,563
887,"Hayes Mount",45369,90
888,"Harry Heights",266,449
889,"Parisian Track",8436,227
890,"Tromp Squares",246,263
891,"Stamm Ranch",543,395
892,"Ahmed Stream",095,521
893,"Avery Prairie",170,691
894,"Sidney Extension",21620,550
895,"Lucy Land",20687,142
896,"Champlin Square",1179,265
897,"Abshire Circle",63432,487
898,"Dickens Drive",54501,429
899,"Eduardo Heights",0757,659
900,"Ira Tunnel",49100,631
901,"Jamison Meadow",78102,301
902,"Gottlieb Dale",37269,622
903,"Weimann Turnpike",3405,504
904,"Arvilla Crescent",38065,535
905,"Gerlach Station",3725,97
906,"Pamela Squares",9179,390
907,"Murphy Squares",92034,279
908,"Jeff Parkways",6643,222
909,"Wolff Parkways",8034,570
910,"Geoffrey Crossing",63198,265
911,"Esteban Fords",77383,429
912,"Kertzmann Tunnel",2857,469
913,"Javier Plains",96287,687
914,"Schmitt Crossing",7934,597
915,"Monnie Summit",886,276
916,"Ward Drives",996,395
917,"McDermott Ports",99309,334
918,"Bartoletti Trail",4557,410
919,"Schoen Crescent",9210,115
920,"Cremin Fort",119,623
921,"Asuncion Mountain",386,8
922,"Mallie Forks",42093,563
923,"Bednar Inlet",738,385
924,"Hegmann Motorway",8653,18
925,"Sadie Shores",60405,674
926,"Kris Course",48926,331
927,"Carey Isle",887,24
928,"Olson Pine",436,26
929,"Nelda Route",6745,43
930,"Edda Rapid",234,4
931,"Garland Isle",906,690
932,"Bernier Mountains",14445,85
933,"Micah Stream",860,469
934,"Herman Freeway",2304,695
935,"Domingo Via",4967,505
936,"Marks Tunnel",99818,67
937,"Runte Manor",717,291
938,"Roob Cove",18071,534
939,"Keebler Neck",525,173
940,"Elvin Landing",6683,126
941,"Collier Islands",5439,142
942,"Qiana Lakes",8556,717
943,"Rhett Shoals",4695,638
944,"Santiago Manor",3492,402
945,"Frami Port",2514,410
946,"Glenna Village",8589,552
947,"Virgilio Crossroad",65842,103
948,"Jewell Grove",805,700
949,"Lindgren Inlet",0802,281
950,"Vincenzo Run",5724,411
951,"Schimmel Falls",1196,96
952,"Mante Village",89053,252
953,"Botsford Estate",4574,142
954,"Pouros View",97687,557
955,"Mayert Plain",052,612
956,"Nikolaus Forks",5238,329
957,"Dovie Cliffs",752,732
958,"Dietrich Cape",76332,306
959,"Fadel Knoll",12297,1
960,"Merilyn Cove",1543,407
961,"Rodolfo Square",6775,179
962,"Walter Radial",88010,165
963,"Holli Tunnel",9316,560
964,"Bahringer Motorway",26917,132
965,"Kihn Well",308,569
966,"Karl Junctions",19791,396
967,"Kuhlman Dale",727,274
968,"Nicky Meadows",304,126
969,"Reichel Estate",96094,128
970,"Isreal Squares",8673,490
971,"Hauck Causeway",2782,517
972,"Jamison Drives",5359,553
973,"Tillman Throughway",659,233
974,"Brinda Forge",318,689
975,"Dahlia Court",94275,522
976,"Krajcik Knoll",871,405
977,"Miesha Coves",4882,648
978,"Lucille Roads",391,564
979,"Frami Hill",31034,381
980,"Karleen Square",025,233
981,"Hintz Causeway",1122,435
982,"Katerine Freeway",87352,272
983,"Sherlyn Lane",31718,472
984,"Emmanuel Roads",3520,539
985,"Hai Summit",678,334
986,"Kub Branch",7463,255
987,"Adam Expressway",8162,201
988,"Welch Ridge",995,160
989,"Hackett Park",108,114
990,"Kunde Station",55460,216
991,"Lockman Roads",84507,585
992,"Pacocha Street",96966,671
993,"Koss Grove",76900,722
994,"Schroeder Lodge",0239,438
995,"Jon Stravenue",22551,374
996,"Leatha Ridges",858,107
997,"Homer Loop",671,383
998,"Ariel Spur",9672,556
999,"Somer Garden",704,217
1000,"Moen View",78799,201
1001,"Harber Lodge",2569,592
1002,"Runolfsdottir Flats",8641,132
1003,"Wilkinson Greens",473,368
1004,"Etsuko Trace",158,371
1005,"Tyra Lakes",3300,113
1006,"Deetta Heights",141,375
1007,"Carla Glen",2625,165
1008,"Morton Ridge",474,602
1009,"Rosario Vista",3227,540
1010,"Lavona Run",704,426
1011,"Kymberly Locks",658,557
1012,"Stiedemann Hill",558,145
1013,"Zemlak Overpass",42143,517
1014,"Douglas Creek",6161,431
1015,"Hackett Wall",18355,112
1016,"Leana Corner",4327,237
1017,"Schneider Mission",84515,52
1018,"Hyatt Lane",141,550
1019,"Cronin Avenue",715,658
1020,"Bobby Haven",4535,142
1021,"Schmeler Island",133,697
1022,"Jacob Pine",598,527
1023,"Raynor Highway",63435,642
1024,"Quigley Green",79342,425
1025,"Ritchie Ports",9971,279
1026,"Torp Meadows",5675,510
1027,"Doyle Corner",24170,313
1028,"Goodwin Summit",06803,409
1029,"Morgan Knolls",5995,678
1030,"Malcolm Glens",259,373
1031,"Upton Circle",575,214
1032,"Kozey Overpass",03125,477
1033,"Jim Flat",5382,435
1034,"Waylon Ferry",84217,484
1035,"Arturo Ports",29357,575
1036,"Carrol Ville",2497,346
1037,"Lynna Junction",067,160
1038,"Harry Drive",323,362
1039,"O'Connell Route",447,433
1040,"Hayden Plains",42482,67
1041,"Ledner Run",90819,13
1042,"Jacobson Hollow",3017,508
1043,"Andre Center",5895,440
1044,"Nienow Valleys",097,169
1045,"Claris Plain",2560,531
1046,"Schmidt Key",15405,438
1047,"Kuphal Grove",98637,680
1048,"Bud Forks",1223,634
1049,"Kum Lane",5940,192
1050,"Nadine Fords",5496,572
1051,"Lockman Falls",1364,354
1052,"Cummings Locks",9979,689
1053,"Jann Brook",9005,276
1054,"Heaney Stravenue",245,715
1055,"Kathline Parks",61910,374
1056,"Wolf Turnpike",80364,451
1057,"Weber Stream",68194,494
1058,"Kautzer Springs",71645,732
1059,"Stoltenberg Groves",82845,718
1060,"Kuphal Haven",7101,119
1061,"Coral Passage",20661,150
1062,"Wilderman Row",1977,299
1063,"Dannie Drive",4593,699
1064,"Walker Motorway",444,398
1065,"Mack Parks",3759,411
1066,"Ronald Prairie",529,560
1067,"Hamill Row",50203,682
1068,"Frami Divide",048,650
1069,"Greenfelder Valleys",2655,441
1070,"Dan Road",934,597
1071,"Funk Flats",701,26
1072,"Maryland Drives",355,326
1073,"Bess Roads",17904,266
1074,"Brock Common",370,306
1075,"Nitzsche Vista",8083,15
1076,"Philip Ramp",3778,690
1077,"Shaneka Forges",99155,523
1078,"Skiles Square",07201,332
1079,"Ledner Mountain",98742,526
1080,"Antonio Knoll",71140,280
1081,"Connelly View",878,67
1082,"Hermiston Highway",02077,335
1083,"Lang Common",3300,132
1084,"Tyree Tunnel",4262,329
1085,"Dusty Road",8801,294
1086,"Bergstrom Lock",57122,530
1087,"Lyndsay Cape",7117,127
1088,"Dicki Trail",659,663
1089,"Dallas Shoal",30763,515
1090,"Dickinson Club",71237,126
1091,"Cassin Crossroad",39442,8
1092,"Lesch Circle",4866,619
1093,"Smitham Prairie",734,692
1094,"Corwin Point",606,36
1095,"Frederic Ports",7872,318
1096,"Thi Squares",717,148
1097,"Walker Rest",2984,468
1098,"Corkery Ports",725,610
1099,"Scottie Divide",9255,465
1100,"Cronin Groves",516,213
1101,"Renaldo Drive",27452,139
1102,"Lehner Ports",00211,326
1103,"Catrice Squares",327,52
1104,"Medhurst Avenue",4934,16
1105,"Herman Mission",779,105
1106,"Klein Gardens",01212,343
1107,"Hahn Fields",23979,137
1108,"Monika Meadow",5848,328
1109,"Jose Stream",57744,339
1110,"Krajcik Tunnel",71926,423
1111,"Marjorie Forges",223,113
1112,"Brigitte Prairie",102,93
1113,"Hattie Field",54590,589
1114,"Rempel Squares",933,301
1115,"Hegmann Knolls",102,247
1116,"Rudolf Orchard",61599,110
1117,"Steuber Junctions",58596,45
1118,"Champlin Island",3430,354
1119,"Grimes Parks",7101,56
1120,"Gilberto Streets",105,598
1121,"Shaun Drive",17473,410
1122,"Darcy Dam",962,401
1123,"Rohan Branch",1817,716
1124,"Dare Ferry",689,646
1125,"Delphia Pike",605,386
1126,"Eugenia Ports",330,144
1127,"Kemmer Forges",18812,438
1128,"Bradtke Radial",4659,453
1129,"Michael Lakes",875,94
1130,"Gusikowski Lake",6066,599
1131,"Zachariah Heights",729,539
1132,"Beth Club",580,647
1133,"Mikel Plains",373,131
1134,"Delmer Road",099,7
1135,"Jacobi Cape",848,483
1136,"Cole Via",17628,320
1137,"Cathleen Glens",9582,309
1138,"Jerrold Row",04583,588
1139,"German Land",145,298
1140,"Carter Cape",52055,439
1141,"Steve Tunnel",877,532
1142,"Zboncak Viaduct",776,109
1143,"Coralie Lake",4967,613
1144,"Ward Expressway",135,147
1145,"Toby Track",46852,506
1146,"Elmer Hills",368,708
1147,"Rowe Mountain",073,703
1148,"Mayer Shores",41627,633
1149,"Collins Corners",137,659
1150,"Quitzon Track",1113,627
1151,"Mann Court",49920,634
1152,"Gibson Stream",301,159
1153,"Schaden Green",20679,532
1154,"Schumm Lane",35590,696
1155,"White Circles",5875,167
1156,"Mimi Stravenue",4073,188
1157,"Stracke Causeway",428,650
1158,"Shery Drive",1195,395
1159,"Harris Roads",7305,257
1160,"Wiley Expressway",448,563
1161,"Metz Lodge",3105,459
1162,"Lisha Prairie",31917,399
1163,"Fahey Views",8894,343
1164,"Cassin Glens",30420,406
1165,"Alex Green",71288,251
1166,"Marjory Spring",1628,85
1167,"Shamika Light",888,360
1168,"Annis Brook",608,417
1169,"Windler Roads",243,388
1170,"Bruen Branch",66539,534
1171,"Boehm Forest",0593,255
1172,"Katrina Route",31923,168
1173,"Wan Fort",0080,107
1174,"Shandi Rapid",4497,206
1175,"Beata Trail",1833,45
1176,"Josh Mills",93586,377
1177,"Ron Extension",02411,374
1178,"Kirlin Motorway",850,453
1179,"Londa Hollow",360,539
1180,"Luis Roads",02967,232
1181,"Ozie Viaduct",7280,433
1182,"Ronald Harbor",1314,553
1183,"Barry Heights",363,144
1184,"Christin Spring",10780,500
1185,"Bode Drives",58909,396
1186,"Mraz Center",588,367
1187,"Howe Island",092,611
1188,"Kimber Corners",88407,99
1189,"Clement Orchard",899,324
1190,"Rudolph Mission",14621,277
1191,"Lubowitz Lights",826,343
1192,"Tromp Fork",154,307
1193,"Brown Tunnel",180,612
1194,"Krajcik Brooks",52525,656
1195,"Shela Way",70111,94
1196,"Kautzer Ridge",23216,18
1197,"Crooks Vista",375,134
1198,"Ondricka Causeway",3189,96
1199,"Wisoky Drive",436,313
1200,"McGlynn Route",037,491
1201,"Hartmann Pines",3629,43
1202,"Johnston Canyon",19663,331
1203,"Weber Spur",41524,172
1204,"Schamberger Lights",71569,501
1205,"Carlton Forks",8784,206
1206,"Walsh Row",64235,361
1207,"Juliette Unions",8057,73
1208,"Deshawn Green",886,450
1209,"Earnest Radial",821,575
1210,"Warner Station",3119,105
1211,"Gertha Walks",23721,429
1212,"Reinaldo Rapid",775,642
1213,"Corey Drives",280,367
1214,"Gorczany Village",345,96
1215,"Rubin Ridges",91034,576
1216,"Kathryn Lodge",88423,523
1217,"Dean Common",421,311
1218,"Hilpert Plains",133,462
1219,"Bahringer Light",2762,637
1220,"Bayer Corners",140,361
1221,"Rau Neck",275,566
1222,"Littel Lock",46956,442
1223,"Predovic Spring",516,334
1224,"Beatris Knolls",3405,678
1225,"Schulist Lights",7912,425
1226,"Collier Branch",9521,28
1227,"Bryan Flat",850,154
1228,"Claretha Brooks",615,717
1229,"Sandee Crescent",185,473
1230,"Herb Fall",7084,268
1231,"Raymond Inlet",9049,611
1232,"David Ways",00469,394
1233,"Sharon Unions",180,533
1234,"Stevie Tunnel",089,476
1235,"Ardelia Lakes",168,8
1236,"Lowe Pass",573,25
1237,"Schmeler Shores",841,106
1238,"Tyler Gardens",11181,138
1239,"Tristan Garden",88040,53
1240,"Haley Knoll",1104,507
1241,"Ernser Stravenue",3981,680
1242,"Tory Meadow",5546,347
1243,"Lonnie Track",3575,270
1244,"Travis Loaf",8560,581
1245,"Heidy Courts",6214,549
1246,"Hayes Curve",311,718
1247,"Lowe Tunnel",81284,695
1248,"Hirthe Ramp",99159,222
1249,"Leslie Light",4376,637
1250,"Batz Lodge",491,521
1251,"Bart Garden",99291,475
1252,"Kevin Road",01243,45
1253,"Sherilyn Port",6713,575
1254,"Lueilwitz Parks",48956,251
1255,"Wisoky Prairie",03920,568
1256,"Toy Keys",0413,662
1257,"Maris Hill",4357,217
1258,"MacGyver Manor",08261,601
1259,"Henry Circles",9525,132
1260,"Heidenreich Radial",732,470
1261,"Emmett Camp",7428,643
1262,"Powlowski Pike",2486,449
1263,"Lueilwitz Stream",349,479
1264,"Cory Trail",77696,670
1265,"McLaughlin Club",2789,674
1266,"VonRueden Park",86410,538
1267,"Rutherford Plain",3673,598
1268,"Alva Villages",090,111
1269,"Emerald Passage",81159,51
1270,"Fallon Crest",99392,203
1271,"McDermott Points",0295,248
1272,"Kuhlman Wall",485,151
1273,"Evelia Forest",93661,602
1274,"Kassulke Knoll",5571,686
1275,"Lockman Key",8197,356
1276,"Hedy Lights",4716,409
1277,"Jesica Centers",848,736
1278,"Kathern Creek",8067,693
1279,"Monte Land",0281,733
1280,"Calandra Stravenue",08635,143
1281,"Mosciski Lights",9181,561
1282,"Carlita Vista",69119,660
1283,"Ty Lights",074,691
1284,"Hung Forge",8160,213
1285,"Tad Terrace",63432,184
1286,"Douglas Pass",9411,82
1287,"Vanesa Neck",222,652
1288,"Larkin Manor",4409,387
1289,"Marla Oval",5823,409
1290,"Rene Walks",5147,362
1291,"Spencer Neck",4872,382
1292,"Boehm Keys",871,544
1293,"Raelene Garden",02253,57
1294,"Mayert Run",85076,104
1295,"Vinnie Drive",0069,540
1296,"Georgianne Burgs",398,74
1297,"Houston Lakes",7664,653
1298,"Ryan Key",7359,339
1299,"Moen Ways",9359,125
1300,"Heaney Throughway",42618,381
1301,"Ronnie Shoal",8719,435
1302,"Reichert Camp",7055,321
1303,"Schaden Locks",98560,734
1304,"Yen Parkway",17331,490
1305,"Grimes Drives",78458,726
1306,"Mary Skyway",40477,399
1307,"Charmaine Underpass",64852,377
1308,"Gricelda Keys",860,684
1309,"Howell Mews",7179,126
1310,"Abbott Meadows",364,191
1311,"Huels Glen",534,347
1312,"Bauch Villages",9993,243
1313,"Rolf Course",996,424
1314,"Kuvalis Track",8417,362
1315,"Mitchell Trafficway",91797,286
1316,"Wuckert Land",7184,655
1317,"Beer Crest",017,475
1318,"Willis Lock",495,19
1319,"Hegmann Ports",8506,303
1320,"Walsh Island",080,124
1321,"Cassin Pine",9157,53
1322,"Dickinson Union",45408,188
1323,"Cathi Villages",62761,457
1324,"Herb Skyway",66487,469
1325,"Bergnaum Pines",26429,664
1326,"Hand Stravenue",44632,482
1327,"Ivory Extensions",4539,683
1328,"Sporer Freeway",43551,230
1329,"Twanda Estates",430,731
1330,"Schowalter Summit",04091,316
1331,"Glendora Crescent",231,50
1332,"Cuc Trafficway",257,541
1333,"Rona Pines",251,7
1334,"McKenzie Burg",82761,699
1335,"Reyes Prairie",10923,638
1336,"Beer Overpass",18403,721
1337,"Retta Springs",1758,33
1338,"Goldner Street",004,259
1339,"Eddy Ridges",4237,540
1340,"Littel Gateway",6397,193
1341,"Melany Forks",081,68
1342,"Trisha Street",17799,103
1343,"Hessel Light",8275,327
1344,"Corwin Squares",148,360
1345,"Price Way",064,3
1346,"Cruz Wells",7697,128
1347,"Nienow Mountains",97900,250
1348,"Hettinger Divide",558,251
1349,"Makeda Forks",3599,274
1350,"Malcolm Common",46145,272
1351,"Lang Spring",9946,364
1352,"Kutch Roads",25137,82
1353,"Kozey Courts",4014,449
1354,"Parker Crossroad",6251,280
1355,"Son Branch",429,658
1356,"Pouros Springs",737,410
1357,"Kayla Isle",3289,107
1358,"Gaynelle Spur",927,207
1359,"Romaguera Highway",68027,65
1360,"Eldridge Spur",765,200
1361,"Schowalter Route",8468,684
1362,"Daugherty Viaduct",82666,290
1363,"Omer Meadows",850,557
1364,"Kub Dale",0882,12
1365,"Corkery Spurs",91008,260
1366,"Koepp Bridge",101,152
1367,"Ritchie Spring",061,714
1368,"Carmen Stravenue",6654,709
1369,"Powlowski Unions",229,134
1370,"Sharla Wall",7764,242
1371,"Bartoletti Road",8977,343
1372,"O'Hara Estates",3893,148
1373,"Yost Forest",62276,587
1374,"Gerry Glens",51971,680
1375,"Carletta Villages",26666,681
1376,"Gutkowski Pike",2501,628
1377,"Lionel Roads",478,528
1378,"Mariela Brooks",335,351
1379,"Weissnat Mountain",466,461
1380,"Olin Greens",3986,209
1381,"Harvey Glen",3167,555
1382,"Wally Loop",565,588
1383,"Renner Heights",05139,160
1384,"Karena Glen",58507,446
1385,"Dan Summit",91483,571
1386,"Alexander Springs",74971,711
1387,"Considine Highway",400,725
1388,"Sara Loaf",25744,719
1389,"Lavada Crescent",293,35
1390,"Johns Station",6346,560
1391,"Mills Plaza",602,623
1392,"Hagenes Wall",498,503
1393,"Andree Burgs",32262,89
1394,"Annemarie Rue",8570,325
1395,"Alvaro Orchard",1043,411
1396,"Reilly Corner",831,301
1397,"O'Kon Hill",5377,178
1398,"Kate Port",868,560
1399,"Reichert Hill",9692,81
1400,"Earnest Junction",5189,33
1401,"Gianna Way",781,560
1402,"Glory Neck",1206,54
1403,"Joey Village",674,298
1404,"Rosenbaum Trafficway",3727,569
1405,"Bogisich Landing",381,506
1406,"Bart Curve",042,251
1407,"Monica Shores",4081,599
1408,"Deana Squares",4201,485
1409,"Wm Mill",59993,31
1410,"Botsford Expressway",1474,470
1411,"Ernestine Bypass",6534,301
1412,"Edmond Land",8994,144
1413,"Luella Haven",4824,96
1414,"Marquardt Plaza",8583,485
1415,"Pfannerstill Corner",4950,663
1416,"Fritsch Islands",754,643
1417,"Nestor Vista",1868,612
1418,"Irma Forks",1264,528
1419,"Willms Trail",357,50
1420,"Wunsch Meadows",8694,188
1421,"Veum Manors",3245,534
1422,"Denise Union",30891,577
1423,"Margorie Port",9012,173
1424,"Carmelo Forks",666,232
1425,"Rubin Trail",959,119
1426,"Eloy Plain",140,598
1427,"Hammes Motorway",0899,194
1428,"Rodger Mountain",871,360
1429,"Yundt Meadows",674,489
1430,"Evia Center",1801,270
1431,"Nienow Course",3058,656
1432,"Tiffani Route",549,664
1433,"Funk Coves",43200,572
1434,"Jessenia Shoals",54028,157
1435,"McDermott Mall",93356,469
1436,"Greg Vista",5096,685
1437,"Swift Court",9065,720
1438,"Missy Squares",375,53
1439,"Stoltenberg Burgs",294,621
1440,"Koelpin Parkway",6911,562
1441,"Kaley Lock",81072,319
1442,"Paucek Walk",0869,590
1443,"Dudley Extensions",632,605
1444,"Steuber Keys",98906,216
1445,"Brown Garden",033,12
1446,"Buckridge Camp",4437,617
1447,"Norman Squares",7255,299
1448,"Kuhic Lodge",26050,70
1449,"Schultz Ramp",5999,733
1450,"VonRueden Land",7531,364
1451,"Fahey Fields",25064,469
1452,"Shelton Key",095,380
1453,"Krista Mission",774,55
1454,"Herman Trace",354,502
1455,"Bechtelar Station",4406,676
1456,"Hermiston Fort",552,475
1457,"Franecki Shoals",05272,589
1458,"Jeffrey Creek",5621,596
1459,"Claud Turnpike",64259,730
1460,"Lowe Ville",29607,303
1461,"Edwardo Mews",55597,479
1462,"Quintin Mews",83542,318
1463,"Javier Ville",254,496
1464,"Baumbach Place",0175,78
1465,"Nick Trail",1548,548
1466,"Frami Mill",3187,608
1467,"Janeth Underpass",89748,68
1468,"Sawayn Causeway",4055,119
1469,"Marks Lock",011,624
1470,"Kylie Springs",10537,206
1471,"Dickens Prairie",6022,251
1472,"Foster Radial",1578,590
1473,"Marks Freeway",16124,169
1474,"Cormier Bridge",2450,568
1475,"Oscar Green",97050,502
1476,"Johnston Gardens",57384,277
1477,"Brandie Plains",48639,84
1478,"Sherill Divide",8429,189
1479,"Erdman Circles",5616,7
1480,"Silvia Alley",728,557
1481,"Aura Parkway",2071,251
1482,"Wm Crossing",251,539
1483,"Hoppe Rest",4616,282
1484,"Treena Meadows",5257,192
1485,"Kutch Loaf",44520,643
1486,"Portia Islands",32816,668
1487,"Altenwerth Ridge",17561,355
1488,"Leonia Island",640,132
1489,"Schamberger Mill",727,107
1490,"Shirley Green",6646,61
1491,"Trina Views",221,23
1492,"Renner Terrace",4259,533
1493,"Bernier Canyon",5422,681
1494,"Kirlin Stream",111,696
1495,"Charley Union",71407,284
1496,"Harris Harbors",518,586
1497,"Milton Bridge",179,71
1498,"Adolph Forest",473,210
1499,"Mariano Mountains",3092,514
1500,"Stanton Road",070,94
1501,"Lynch Turnpike",072,621
1502,"Haag Groves",78811,51
1503,"Corine Roads",7594,715
1504,"Florida Vista",08404,728
1505,"Norman Ports",592,485
1506,"Hessel Rest",82640,329
1507,"Randy Points",272,624
1508,"Schiller Via",7414,686
1509,"Rippin Trace",9819,44
1510,"Osinski Light",994,145
1511,"Schroeder Viaduct",3329,225
1512,"Refugio Estates",614,465
1513,"Dewayne Ville",961,199
1514,"Tom Tunnel",91694,600
1515,"Baumbach Route",6299,401
1516,"Gibson Fields",7461,634
1517,"Dustin Mountains",23185,705
1518,"Esperanza Bypass",438,561
1519,"Williamson Village",514,159
1520,"Kali Pines",534,567
1521,"Ardelia Pike",5296,589
1522,"Zane Mission",39955,110
1523,"Gorczany Falls",704,68
1524,"Pearlie Cove",21930,385
1525,"Ira Extension",8890,609
1526,"Lacy Harbors",1075,313
1527,"Angel Station",3698,249
1528,"Gaston Valleys",132,632
1529,"Lonna Shores",5147,608
1530,"Beahan Summit",671,446
1531,"Nestor Avenue",588,514
1532,"Tommie Place",528,47
1533,"Gale Extensions",00847,726
1534,"Fay Island",693,474
1535,"Shasta Islands",92178,429
1536,"Kihn Estates",1674,159
1537,"Virgil Square",95162,25
1538,"Schamberger Haven",8804,453
1539,"Lakin Rest",9380,306
1540,"Bradtke Villages",6794,315
1541,"Welch Walk",180,640
1542,"Rippin Views",961,443
1543,"Kristofer Overpass",18071,680
1544,"Abernathy Manor",41786,602
1545,"Runolfsson Street",5903,96
1546,"Williams Haven",652,493
1547,"Myles Cape",8903,246
1548,"Ondricka Shore",750,421
1549,"O'Conner Oval",7576,687
1550,"Schaden Park",27408,170
1551,"Rashad Lakes",726,404
1552,"Gudrun Island",939,436
