id,pickupdate,returndate,customerid,vehicleid
636,2020-04-13,2020-04-13,22870,23542
637,2020-04-13,2020-04-13,19372,13798
638,2020-04-13,2020-04-13,20366,21286
639,2020-04-13,2020-04-13,17754,760
640,2020-04-13,2020-04-13,20916,42653
641,2020-04-13,2020-04-13,29660,18752
642,2020-04-13,2020-04-13,28592,20360
643,2020-04-13,2020-04-13,3564,12456
644,2020-04-13,2020-04-13,21922,16773
645,2020-04-13,2020-04-13,5685,37797
646,2020-04-13,2020-04-13,21822,26862
647,2020-04-13,2020-04-13,7956,15737
648,2020-04-13,2020-04-13,23490,51435
649,2020-04-13,2020-04-13,14145,40791
650,2020-04-13,2020-04-13,11257,4718
651,2020-04-13,2020-04-13,31312,5711
652,2020-04-13,2020-04-13,16786,11758
653,2020-04-13,2020-04-13,15612,28243
654,2020-04-13,2020-04-13,17600,2344
655,2020-04-13,2020-04-13,4704,31536
656,2020-04-13,2020-04-13,18670,28322
657,2020-04-13,2020-04-13,12972,29472
658,2020-04-13,2020-04-13,28296,44219
659,2020-04-13,2020-04-13,24214,47934
660,2020-04-13,2020-04-13,20318,9841
661,2020-04-13,2020-04-13,687,10941
662,2020-04-13,2020-04-13,3223,46740
663,2020-04-13,2020-04-13,4738,44369
664,2020-04-13,2020-04-13,574,13128
665,2020-04-13,2020-04-13,15304,31738
666,2020-04-13,2020-04-13,10016,18577
667,2020-04-13,2020-04-13,9773,778
668,2020-04-13,2020-04-13,15796,45989
669,2020-04-13,2020-04-13,10878,45072
670,2020-04-13,2020-04-13,29336,34094
671,2020-04-13,2020-04-13,30294,7183
672,2020-04-13,2020-04-13,9321,2480
673,2020-04-13,2020-04-13,23988,47362
674,2020-04-13,2020-04-13,2587,18624
675,2020-04-13,2020-04-13,23262,1284
676,2020-04-13,2020-04-13,27793,8384
677,2020-04-13,2020-04-13,1760,40752
678,2020-04-13,2020-04-13,18825,18184
679,2020-04-13,2020-04-13,28039,312
680,2020-04-13,2020-04-13,31527,13089
681,2020-04-13,2020-04-13,4454,16520
682,2020-04-13,2020-04-13,30249,26628
683,2020-04-13,2020-04-13,28092,29585
684,2020-04-13,2020-04-13,10745,36395
685,2020-04-13,2020-04-13,16032,16204
686,2020-04-13,2020-04-13,20905,46942
687,2020-04-13,2020-04-13,30830,45597
688,2020-04-13,2020-04-13,31550,5023
689,2020-04-13,2020-04-13,3275,47269
690,2020-04-13,2020-04-13,24836,6484
691,2020-04-13,2020-04-13,12993,23990
692,2020-04-13,2020-04-13,19182,13358
693,2020-04-13,2020-04-13,25621,41430
694,2020-04-13,2020-04-13,27741,48865
695,2020-04-13,2020-04-13,10090,23792
696,2020-04-13,2020-04-13,7774,29333
697,2020-04-13,2020-04-13,26023,4935
698,2020-04-13,2020-04-13,20378,16162
699,2020-04-13,2020-04-13,11869,18539
700,2020-04-13,2020-04-13,21707,50505
701,2020-04-13,2020-04-13,14044,44007
702,2020-04-13,2020-04-13,990,44691
703,2020-04-13,2020-04-13,12285,9213
704,2020-04-13,2020-04-13,10727,36740
705,2020-04-13,2020-04-13,9210,36230
706,2020-04-13,2020-04-13,8153,25179
707,2020-04-13,2020-04-13,10886,1531
708,2020-04-13,2020-04-13,15136,3406
709,2020-04-13,2020-04-13,11519,42710
710,2020-04-13,2020-04-13,11598,40586
711,2020-04-13,2020-04-13,11932,44783
712,2020-04-13,2020-04-13,22950,7713
713,2020-04-13,2020-04-13,1535,22040
714,2020-04-13,2020-04-13,20657,12815
715,2020-04-13,2020-04-13,20723,14299
716,2020-04-13,2020-04-13,11234,41765
717,2020-04-13,2020-04-13,20298,2282
718,2020-04-13,2020-04-13,10295,48692
719,2020-04-13,2020-04-13,12806,4310
720,2020-04-13,2020-04-13,24112,21504
721,2020-04-13,2020-04-13,30134,7363
722,2020-04-13,2020-04-13,23666,25014
723,2020-04-13,2020-04-13,8602,3447
724,2020-04-13,2020-04-13,23820,21471
725,2020-04-13,2020-04-13,15759,28145
726,2020-04-13,2020-04-13,3229,16464
727,2020-04-13,2020-04-13,6121,32268
728,2020-04-13,2020-04-13,13239,6061
729,2020-04-13,2020-04-13,4132,23129
730,2020-04-13,2020-04-13,2558,51242
731,2020-04-13,2020-04-13,10323,51111
732,2020-04-13,2020-04-13,5034,34925
733,2020-04-13,2020-04-13,1069,9702
734,2020-04-13,2020-04-13,15656,20950
735,2020-04-13,2020-04-13,10134,50165
736,2020-04-13,2020-04-13,1233,42170
737,2020-04-13,2020-04-13,2865,27104
738,2020-04-13,2020-04-13,30475,33624
739,2020-04-13,2020-04-13,3473,14442
740,2020-04-13,2020-04-13,58,20741
741,2020-04-13,2020-04-13,104,14878
742,2020-04-13,2020-04-13,26790,28943
743,2020-04-13,2020-04-13,21054,12766
744,2020-04-13,2020-04-13,3743,10988
745,2020-04-13,2020-04-13,26305,3743
746,2020-04-13,2020-04-13,13777,32272
747,2020-04-13,2020-04-13,2138,16904
748,2020-04-13,2020-04-13,24461,22776
749,2020-04-13,2020-04-13,23133,2999
750,2020-04-13,2020-04-13,947,21493
751,2020-04-13,2020-04-13,28478,8404
752,2020-04-13,2020-04-13,8394,36462
753,2020-04-13,2020-04-13,8373,43589
754,2020-04-13,2020-04-13,25101,4206
755,2020-04-13,2020-04-13,22254,40130
756,2020-04-13,2020-04-13,17861,48492
757,2020-04-13,2020-04-13,2107,39167
758,2020-04-13,2020-04-13,12676,4334
759,2020-04-13,2020-04-13,2451,33849
760,2020-04-13,2020-04-13,18372,20693
761,2020-04-13,2020-04-13,15875,31260
762,2020-04-13,2020-04-13,4114,37442
763,2020-04-13,2020-04-13,150,11460
764,2020-04-13,2020-04-13,29741,989
765,2020-04-13,2020-04-13,25746,47227
766,2020-04-13,2020-04-13,14698,9400
767,2020-04-13,2020-04-13,9970,9398
768,2020-04-13,2020-04-13,22119,10542
769,2020-04-13,2020-04-13,19391,39153
770,2020-04-13,2020-04-13,22232,37217
771,2020-04-13,2020-04-13,16843,3099
772,2020-04-13,2020-04-13,1941,50118
773,2020-04-13,2020-04-13,31251,11935
774,2020-04-13,2020-04-13,8014,47047
775,2020-04-13,2020-04-13,4574,578
776,2020-04-13,2020-04-13,24932,29065
777,2020-04-13,2020-04-13,22745,32509
778,2020-04-13,2020-04-13,7290,45921
779,2020-04-13,2020-04-13,10664,21598
780,2020-04-13,2020-04-13,26203,6066
781,2020-04-13,2020-04-13,7443,30998
782,2020-04-13,2020-04-13,13667,99
783,2020-04-13,2020-04-13,13905,18094
784,2020-04-13,2020-04-13,11769,47572
785,2020-04-13,2020-04-13,16189,36025
786,2020-04-13,2020-04-13,10808,44172
787,2020-04-13,2020-04-13,6422,19263
788,2020-04-13,2020-04-13,14160,30597
789,2020-04-13,2020-04-13,23936,23947
790,2020-04-13,2020-04-13,4999,43517
791,2020-04-13,2020-04-13,31268,32406
792,2020-04-13,2020-04-13,28105,49115
793,2020-04-13,2020-04-13,11874,14158
794,2020-04-13,2020-04-13,30685,23018
795,2020-04-13,2020-04-13,20703,43411
796,2020-04-13,2020-04-13,23810,4985
797,2020-04-13,2020-04-13,25513,43786
798,2020-04-13,2020-04-13,21389,35950
799,2020-04-13,2020-04-13,17611,16827
800,2020-04-13,2020-04-13,1504,42482
801,2020-04-13,2020-04-13,22218,6963
802,2020-04-13,2020-04-13,29995,18631
803,2020-04-13,2020-04-13,23486,3950
804,2020-04-13,2020-04-13,24075,23530
805,2020-04-13,2020-04-13,22619,1688
806,2020-04-13,2020-04-13,21055,5905
807,2020-04-13,2020-04-13,26401,37721
808,2020-04-13,2020-04-13,8950,21571
809,2020-04-13,2020-04-13,31967,4218
810,2020-04-13,2020-04-13,14978,46155
811,2020-04-13,2020-04-13,31693,22293
812,2020-04-13,2020-04-13,31061,45678
813,2020-04-13,2020-04-13,4012,44862
814,2020-04-13,2020-04-13,6198,39075
815,2020-04-13,2020-04-13,2486,16313
816,2020-04-13,2020-04-13,29217,16208
817,2020-04-13,2020-04-13,11014,22502
818,2020-04-13,2020-04-13,28772,29739
819,2020-04-13,2020-04-13,23451,26340
820,2020-04-13,2020-04-13,18540,11362
821,2020-04-13,2020-04-13,22283,11715
822,2020-04-13,2020-04-13,2879,13400
823,2020-04-13,2020-04-13,19815,6935
824,2020-04-13,2020-04-13,26778,8266
825,2020-04-13,2020-04-13,30948,20193
826,2020-04-13,2020-04-13,26511,37802
827,2020-04-13,2020-04-13,5670,9240
828,2020-04-13,2020-04-13,28588,6830
829,2020-04-13,2020-04-13,6837,21787
830,2020-04-13,2020-04-13,28966,7602
831,2020-04-13,2020-04-13,31232,18869
832,2020-04-13,2020-04-13,18054,38746
833,2020-04-13,2020-04-13,22569,16475
834,2020-04-13,2020-04-13,28247,19682
835,2020-04-13,2020-04-13,20816,28495
836,2020-04-13,2020-04-13,9157,39727
837,2020-04-13,2020-04-13,26560,33947
838,2020-04-13,2020-04-13,2844,20881
839,2020-04-13,2020-04-13,31561,39806
840,2020-04-13,2020-04-13,23680,16959
841,2020-04-13,2020-04-13,25608,37485
842,2020-04-13,2020-04-13,17441,43301
843,2020-04-13,2020-04-13,22544,5252
844,2020-04-13,2020-04-13,3126,37656
845,2020-04-13,2020-04-13,13188,38288
846,2020-04-13,2020-04-13,3544,7003
847,2020-04-13,2020-04-13,30020,7303
848,2020-04-13,2020-04-13,6734,50565
849,2020-04-13,2020-04-13,13618,41639
850,2020-04-13,2020-04-13,2059,23205
851,2020-04-13,2020-04-13,6221,36621
852,2020-04-13,2020-04-13,9939,6882
853,2020-04-13,2020-04-13,17619,50379
854,2020-04-13,2020-04-13,3254,36958
855,2020-04-13,2020-04-13,26324,33977
856,2020-04-13,2020-04-13,24598,20763
857,2020-04-13,2020-04-13,11484,7657
858,2020-04-13,2020-04-13,27220,1267
859,2020-04-13,2020-04-13,27061,46001
860,2020-04-13,2020-04-13,15698,43937
861,2020-04-13,2020-04-13,11107,2818
862,2020-04-13,2020-04-13,24538,30821
863,2020-04-13,2020-04-13,31019,25554
864,2020-04-13,2020-04-13,12395,36072
865,2020-04-13,2020-04-13,536,31330
866,2020-04-13,2020-04-13,4665,23024
867,2020-04-13,2020-04-13,12113,40417
868,2020-04-13,2020-04-13,11007,12176
869,2020-04-13,2020-04-13,24248,22212
870,2020-04-13,2020-04-13,22019,8597
871,2020-04-13,2020-04-13,13900,21259
872,2020-04-13,2020-04-13,12512,25857
873,2020-04-13,2020-04-13,23207,35011
874,2020-04-13,2020-04-13,15394,48667
875,2020-04-13,2020-04-13,5958,27365
876,2020-04-13,2020-04-13,28974,11033
877,2020-04-13,2020-04-13,14184,44400
878,2020-04-13,2020-04-13,14763,15630
879,2020-04-13,2020-04-13,6774,11880
880,2020-04-13,2020-04-13,14831,44967
881,2020-04-13,2020-04-13,31461,4867
882,2020-04-13,2020-04-13,6481,28033
883,2020-04-13,2020-04-13,27864,25513
884,2020-04-13,2020-04-13,5983,23656
885,2020-04-13,2020-04-13,4947,9717
886,2020-04-13,2020-04-13,4983,23004
887,2020-04-13,2020-04-13,21768,45623
888,2020-04-13,2020-04-13,12648,44207
889,2020-04-13,2020-04-13,13742,22012
890,2020-04-13,2020-04-13,31335,48085
891,2020-04-13,2020-04-13,4525,26529
892,2020-04-13,2020-04-13,18024,19555
893,2020-04-13,2020-04-13,28174,13522
894,2020-04-13,2020-04-13,29618,6894
895,2020-04-13,2020-04-13,29717,38144
896,2020-04-13,2020-04-13,20441,32946
897,2020-04-13,2020-04-13,13303,9259
898,2020-04-13,2020-04-13,11006,16776
899,2020-04-13,2020-04-13,23412,16643
900,2020-04-13,2020-04-13,15281,15758
901,2020-04-13,2020-04-13,27384,15260
902,2020-04-13,2020-04-13,5329,9505
903,2020-04-13,2020-04-13,22055,4585
904,2020-04-13,2020-04-13,10224,21767
905,2020-04-13,2020-04-13,6549,22675
906,2020-04-13,2020-04-13,26694,47854
907,2020-04-13,2020-04-13,4524,18163
908,2020-04-13,2020-04-13,9843,40578
909,2020-04-13,2020-04-13,5997,13635
910,2020-04-13,2020-04-13,12283,6083
911,2020-04-13,2020-04-13,6668,43575
912,2020-04-13,2020-04-13,23893,11008
913,2020-04-13,2020-04-13,7486,11634
914,2020-04-13,2020-04-13,238,1378
915,2020-04-13,2020-04-13,4657,44627
916,2020-04-13,2020-04-13,15330,51190
917,2020-04-13,2020-04-13,8156,28379
918,2020-04-13,2020-04-13,2430,19446
919,2020-04-13,2020-04-13,25058,28441
920,2020-04-13,2020-04-13,10308,19111
921,2020-04-13,2020-04-13,31361,33113
922,2020-04-13,2020-04-13,11693,37136
923,2020-04-13,2020-04-13,18617,43782
924,2020-04-13,2020-04-13,23242,20548
925,2020-04-13,2020-04-13,17488,41776
926,2020-04-13,2020-04-13,8776,35354
927,2020-04-13,2020-04-13,14526,7437
928,2020-04-13,2020-04-13,5902,32570
929,2020-04-13,2020-04-13,4724,24197
930,2020-04-13,2020-04-13,16276,32893
931,2020-04-13,2020-04-13,6868,3801
932,2020-04-13,2020-04-13,24987,21498
933,2020-04-13,2020-04-13,16983,11154
934,2020-04-13,2020-04-13,14494,25440
935,2020-04-13,2020-04-13,19372,47460
936,2020-04-13,2020-04-13,30814,26242
937,2020-04-13,2020-04-13,32035,7122
938,2020-04-13,2020-04-13,13622,37774
939,2020-04-13,2020-04-13,24902,44197
940,2020-04-13,2020-04-13,30117,14235
941,2020-04-13,2020-04-13,31498,41245
942,2020-04-13,2020-04-13,6657,12410
943,2020-04-13,2020-04-13,4291,5029
944,2020-04-13,2020-04-13,4494,28669
945,2020-04-13,2020-04-13,16475,30999
946,2020-04-13,2020-04-13,19478,50131
947,2020-04-13,2020-04-13,29676,20080
948,2020-04-13,2020-04-13,14958,35759
949,2020-04-13,2020-04-13,1008,39351
950,2020-04-13,2020-04-13,9057,50338
951,2020-04-13,2020-04-13,1682,9321
952,2020-04-13,2020-04-13,17982,30159
953,2020-04-13,2020-04-13,3740,40495
954,2020-04-13,2020-04-13,20889,12311
955,2020-04-13,2020-04-13,12953,2275
956,2020-04-13,2020-04-13,16559,29336
957,2020-04-13,2020-04-13,28859,9545
958,2020-04-13,2020-04-13,26526,19816
959,2020-04-13,2020-04-13,10456,2024
960,2020-04-13,2020-04-13,18960,50554
961,2020-04-13,2020-04-13,12211,21550
962,2020-04-13,2020-04-13,12039,28502
963,2020-04-13,2020-04-13,4975,8579
964,2020-04-13,2020-04-13,9124,13585
965,2020-04-13,2020-04-13,5366,30771
966,2020-04-13,2020-04-13,17230,8150
967,2020-04-13,2020-04-13,990,33450
968,2020-04-13,2020-04-13,7790,35424
969,2020-04-13,2020-04-13,18025,6648
970,2020-04-13,2020-04-13,9776,31839
971,2020-04-13,2020-04-13,8434,12913
972,2020-04-13,2020-04-13,30228,23942
973,2020-04-13,2020-04-13,21948,20623
974,2020-04-13,2020-04-13,1535,23475
975,2020-04-13,2020-04-13,23522,35385
976,2020-04-13,2020-04-13,14762,17858
977,2020-04-13,2020-04-13,3285,39151
978,2020-04-13,2020-04-13,19960,31921
979,2020-04-13,2020-04-13,291,10077
980,2020-04-13,2020-04-13,16968,32269
981,2020-04-13,2020-04-13,17187,749
982,2020-04-13,2020-04-13,23915,26953
983,2020-04-13,2020-04-13,23676,35312
984,2020-04-13,2020-04-13,5749,49569
985,2020-04-13,2020-04-13,16226,36359
986,2020-04-13,2020-04-13,10373,19672
987,2020-04-13,2020-04-13,28417,33819
988,2020-04-13,2020-04-13,23933,42326
989,2020-04-13,2020-04-13,7841,24376
990,2020-04-13,2020-04-13,3977,20283
991,2020-04-13,2020-04-13,20298,3715
992,2020-04-13,2020-04-13,26436,844
993,2020-04-13,2020-04-13,7254,27662
994,2020-04-13,2020-04-13,9529,43490
995,2020-04-13,2020-04-13,20907,49972
996,2020-04-13,2020-04-13,24575,27913
997,2020-04-13,2020-04-13,25643,42219
998,2020-04-13,2020-04-13,1798,6137
999,2020-04-13,2020-04-13,20804,17221
1000,2020-04-13,2020-04-13,9304,11989
1001,2020-04-13,2020-04-13,23149,29316
1002,2020-04-13,2020-04-13,4556,20659
1003,2020-04-13,2020-04-13,13034,22141
1004,2020-04-13,2020-04-13,31555,6395
1005,2020-04-13,2020-04-13,14485,9381
1006,2020-04-13,2020-04-13,32097,33107
1007,2020-04-13,2020-04-13,25208,32988
1008,2020-04-13,2020-04-13,9542,43990
1009,2020-04-13,2020-04-13,20626,15943
1010,2020-04-13,2020-04-13,9974,43623
1011,2020-04-13,2020-04-13,27927,31917
1012,2020-04-13,2020-04-13,7344,6863
1013,2020-04-13,2020-04-13,27208,50307
1014,2020-04-13,2020-04-13,27699,43815
1015,2020-04-13,2020-04-13,18646,2813
1016,2020-04-13,2020-04-13,3978,9138
1017,2020-04-13,2020-04-13,29340,11103
1018,2020-04-13,2020-04-13,9969,7733
1019,2020-04-13,2020-04-13,7918,41161
1020,2020-04-13,2020-04-13,29827,51032
1021,2020-04-13,2020-04-13,15755,26493
1022,2020-04-13,2020-04-13,3361,43559
1023,2020-04-13,2020-04-13,9888,13451
1024,2020-04-13,2020-04-13,4742,9964
1025,2020-04-13,2020-04-13,8598,37559
1026,2020-04-13,2020-04-13,4117,14021
1027,2020-04-13,2020-04-13,30173,33146
1028,2020-04-13,2020-04-13,8252,37851
1029,2020-04-13,2020-04-13,32076,5229
1030,2020-04-13,2020-04-13,1097,46856
1031,2020-04-13,2020-04-13,17177,36441
1032,2020-04-13,2020-04-13,2920,13912
1033,2020-04-13,2020-04-13,16891,50848
1034,2020-04-13,2020-04-13,2303,11622
1035,2020-04-13,2020-04-13,15770,48758
1036,2020-04-13,2020-04-13,20655,17818
1037,2020-04-13,2020-04-13,17800,3151
1038,2020-04-13,2020-04-13,30223,7128
1039,2020-04-13,2020-04-13,10747,8394
1040,2020-04-13,2020-04-13,10067,25759
1041,2020-04-13,2020-04-13,9872,16320
1042,2020-04-13,2020-04-13,20701,42097
1043,2020-04-13,2020-04-13,5598,27558
1044,2020-04-13,2020-04-13,23335,49143
1045,2020-04-13,2020-04-13,13236,47264
1046,2020-04-13,2020-04-13,379,35377
1047,2020-04-13,2020-04-13,9776,24156
1048,2020-04-13,2020-04-13,13586,14137
1049,2020-04-13,2020-04-13,18376,40787
1050,2020-04-13,2020-04-13,29844,38771
1051,2020-04-13,2020-04-13,31839,9932
1052,2020-04-13,2020-04-13,12298,21715
1053,2020-04-13,2020-04-13,650,45128
1054,2020-04-13,2020-04-13,25532,40389
1055,2020-04-13,2020-04-13,14864,19759
1056,2020-04-13,2020-04-13,9800,28219
1057,2020-04-13,2020-04-13,11537,10815
1058,2020-04-13,2020-04-13,6953,50763
1059,2020-04-13,2020-04-13,14048,48026
1060,2020-04-13,2020-04-13,5265,7986
1061,2020-04-13,2020-04-13,4347,32131
1062,2020-04-13,2020-04-13,10414,39209
1063,2020-04-13,2020-04-13,1625,5192
1064,2020-04-13,2020-04-13,15680,29387
1065,2020-04-13,2020-04-13,2778,31739
1066,2020-04-13,2020-04-13,27845,50128
1067,2020-04-13,2020-04-13,18072,7428
1068,2020-04-13,2020-04-13,1129,1522
1069,2020-04-13,2020-04-13,22510,12302
1070,2020-04-13,2020-04-13,27,39193
1071,2020-04-13,2020-04-13,28151,17008
1072,2020-04-13,2020-04-13,16396,9300
1073,2020-04-13,2020-04-13,6940,17756
1074,2020-04-13,2020-04-13,30958,36703
1075,2020-04-13,2020-04-13,22655,13287
1076,2020-04-13,2020-04-13,6224,51177
1077,2020-04-13,2020-04-13,408,8095
1078,2020-04-13,2020-04-13,14543,17331
1079,2020-04-13,2020-04-13,9656,12013
1080,2020-04-13,2020-04-13,20537,31270
1081,2020-04-13,2020-04-13,25207,36368
1082,2020-04-13,2020-04-13,5996,40292
1083,2020-04-13,2020-04-13,7041,30407
1084,2020-04-13,2020-04-13,26117,642
1085,2020-04-13,2020-04-13,6986,22493
1086,2020-04-13,2020-04-13,18418,9416
1087,2020-04-13,2020-04-13,32160,41752
1088,2020-04-13,2020-04-13,8857,17772
1089,2020-04-13,2020-04-13,293,611
1090,2020-04-13,2020-04-13,15539,4089
1091,2020-04-13,2020-04-13,30914,9117
1092,2020-04-13,2020-04-13,6401,25133
1093,2020-04-13,2020-04-13,4140,50620
1094,2020-04-13,2020-04-13,19740,42677
1095,2020-04-13,2020-04-13,21539,31185
1096,2020-04-13,2020-04-13,15042,47106
1097,2020-04-13,2020-04-13,28783,35120
1098,2020-04-13,2020-04-13,25239,51273
1099,2020-04-13,2020-04-13,4434,44087
1100,2020-04-13,2020-04-13,20105,5302
1101,2020-04-13,2020-04-13,1546,20106
1102,2020-04-13,2020-04-13,28373,17675
1103,2020-04-13,2020-04-13,926,41714
1104,2020-04-13,2020-04-13,28747,11238
1105,2020-04-13,2020-04-13,24428,38758
1106,2020-04-13,2020-04-13,16035,15047
1107,2020-04-13,2020-04-13,3358,43875
1108,2020-04-13,2020-04-13,1824,19086
1109,2020-04-13,2020-04-13,9089,5385
1110,2020-04-13,2020-04-13,3437,12633
1111,2020-04-13,2020-04-13,29662,28568
1112,2020-04-13,2020-04-13,8213,5389
1113,2020-04-13,2020-04-13,31608,35781
1114,2020-04-13,2020-04-13,22125,16159
1115,2020-04-13,2020-04-13,25802,29702
1116,2020-04-13,2020-04-13,400,16703
1117,2020-04-13,2020-04-13,30428,2378
1118,2020-04-13,2020-04-13,30776,16954
1119,2020-04-13,2020-04-13,29804,605
1120,2020-04-13,2020-04-13,10502,27317
1121,2020-04-13,2020-04-13,7900,15875
1122,2020-04-13,2020-04-13,16582,2796
1123,2020-04-13,2020-04-13,19084,28473
1124,2020-04-13,2020-04-13,4101,38994
1125,2020-04-13,2020-04-13,15053,16955
1126,2020-04-13,2020-04-13,7858,16987
1127,2020-04-13,2020-04-13,25422,4542
1128,2020-04-13,2020-04-13,18278,9228
1129,2020-04-13,2020-04-13,10320,44531
1130,2020-04-13,2020-04-13,14663,1971
1131,2020-04-13,2020-04-13,15079,38487
1132,2020-04-13,2020-04-13,19007,18615
1133,2020-04-13,2020-04-13,3334,12737
1134,2020-04-13,2020-04-13,5371,38367
1135,2020-04-13,2020-04-13,31046,20541
1136,2020-04-13,2020-04-13,6610,18354
1137,2020-04-13,2020-04-13,10221,11647
1138,2020-04-13,2020-04-13,15923,26076
1139,2020-04-13,2020-04-13,24639,14537
1140,2020-04-13,2020-04-13,26675,16481
1141,2020-04-13,2020-04-13,2958,7842
1142,2020-04-13,2020-04-13,17314,25749
1143,2020-04-13,2020-04-13,10289,17983
1144,2020-04-13,2020-04-13,25617,26083
1145,2020-04-13,2020-04-13,31983,26139
1146,2020-04-13,2020-04-13,12026,35535
1147,2020-04-13,2020-04-13,22464,46191
1148,2020-04-13,2020-04-13,31778,634
1149,2020-04-13,2020-04-13,14942,2589
1150,2020-04-13,2020-04-13,3237,28618
1151,2020-04-13,2020-04-13,6889,25183
1152,2020-04-13,2020-04-13,30786,7709
1153,2020-04-13,2020-04-13,20185,43273
1154,2020-04-13,2020-04-13,24106,46628
1155,2020-04-13,2020-04-13,28063,8609
1156,2020-04-13,2020-04-13,1017,11076
1157,2020-04-13,2020-04-13,30261,1702
1158,2020-04-13,2020-04-13,7960,36472
1159,2020-04-13,2020-04-13,21553,11471
1160,2020-04-13,2020-04-13,24651,40716
1161,2020-04-13,2020-04-13,20261,39570
1162,2020-04-13,2020-04-13,12084,30510
1163,2020-04-13,2020-04-13,25299,9329
1164,2020-04-13,2020-04-13,4359,79
1165,2020-04-13,2020-04-13,1318,46992
1166,2020-04-13,2020-04-13,11609,20105
1167,2020-04-13,2020-04-13,432,7202
1168,2020-04-13,2020-04-13,255,6034
1169,2020-04-13,2020-04-13,12621,25133
1170,2020-04-13,2020-04-13,11113,25749
1171,2020-04-13,2020-04-13,21534,5679
1172,2020-04-13,2020-04-13,30170,37257
1173,2020-04-13,2020-04-13,9784,43832
1174,2020-04-13,2020-04-13,12556,12272
1175,2020-04-13,2020-04-13,11004,45942
1176,2020-04-13,2020-04-13,22442,30654
1177,2020-04-13,2020-04-13,2210,1885
1178,2020-04-13,2020-04-13,32105,50473
1179,2020-04-13,2020-04-13,26291,8562
1180,2020-04-13,2020-04-13,24088,28230
1181,2020-04-13,2020-04-13,18064,3715
1182,2020-04-13,2020-04-13,22982,34096
1183,2020-04-13,2020-04-13,15163,917
1184,2020-04-13,2020-04-13,21094,23138
1185,2020-04-13,2020-04-13,19746,19958
1186,2020-04-13,2020-04-13,27644,44031
1187,2020-04-13,2020-04-13,30858,33815
1188,2020-04-13,2020-04-13,801,19602
1189,2020-04-13,2020-04-13,11292,31658
1190,2020-04-13,2020-04-13,24690,47932
1191,2020-04-13,2020-04-13,20148,43591
1192,2020-04-13,2020-04-13,22600,30245
1193,2020-04-13,2020-04-13,21937,18181
1194,2020-04-13,2020-04-13,15016,15286
1195,2020-04-13,2020-04-13,4378,23712
1196,2020-04-13,2020-04-13,15893,48819
1197,2020-04-13,2020-04-13,17759,38889
1198,2020-04-13,2020-04-13,26845,18358
1199,2020-04-13,2020-04-13,20281,24777
1200,2020-04-13,2020-04-13,21987,18238
